Course Name,Instructor,Days,Class Time,Room,Subject,Course Number,Section,Attribute,CRN
INTRO TO DIGITAL LEARNING ENVIRONMENTS,"Davis, Rebecca Frost",W,19:00 - 20:30,None None,DLHE,7305,01,,40057
"ETHICAL DECISION-MAKING: GLOBAL ISSUES, FRAMEWORKS, APPROACHES","Sloan, Kris",W,19:00 - 20:30,None None,DLHE,7309,01,,40049
PREDICTIVE ANALYTICS,"Bennett, Lance Kyle",W,19:00 - 20:30,None None,DLHE,7315,01,,40050
RESEARCH METHODS III: METHODOLOGY,"Loughmiller, Leslie L.",W,19:00 - 20:30,None None,DLHE,7323,01,,40051
"DISSERTATION RESEARCH: IMPLEMENTATION, ANALYSIS, DEFENSE","Sechrest, Thomas L.",,,None None,DLHE,7326,01,,40052
"DISSERTATION RESEARCH: IMPLEMENTATION, ANALYSIS, DEFENSE","Loughmiller, Leslie L.",,,None None,DLHE,7326,02,,40053
"DISSERTATION RESEARCH: IMPLEMENTATION, ANALYSIS, DEFENSE","Sechrest, Thomas L.",,,None None,DLHE,7326,03,,40054
LITERATURE REVIEW,"Loughmiller, Leslie L.",W,19:00 - 20:30,None None,DLHE,7327,01,,40055
DISSERTATION PROPOSAL OVERVIEW,"Keeney, Hunter",W,19:00 - 20:30,None None,DLHE,7328,01,,40056
"STRATEGIC THINKING, PLANNING &amp; ACTING","Sechrest, Thomas L.",W,19:00 - 20:30,None None,DLHE,7331,01,,40058
PRINCIPLES &amp; PRACTICES OF ORG CHANGE,"Gardner, William Payne",W,19:00 - 20:30,None None,DLHE,7341,01,,40059
DESIGN THINKING: CREATIVITY &amp; INNOVATION,,W,19:00 - 20:30,None None,DLHE,7351,01,,40060
CONFLICT ANALYSIS &amp; RESOLUTION,"Avery, Henry Clifton",T,19:00 - 20:30,None None,DLHE,7353,01,,40061
INTRO TO LEADERSHIP &amp; SOCIAL JUSTICE,"Sloan, Kris",,,None None,LDSJ,1301,01,,40131
LEADERSHIP &amp; SOCIAL JUSTICE CAPSTONE,"Sloan, Kris",,,None None,LDSJ,4360,01,RESEARCH,40132
CRITICAL EVALUATION-RESEARCH,"Agarwal, Sarah",T,18:30 - 21:20,TRUS 216,CNCO,6317,01,,40002
PROFESSIONAL ORIENTATION,"Molina, Amaris",T,18:30 - 21:20,TRUS 112,CNCO,6318,01,TRAVEL-DOMESTIC,40003
PROFESSIONAL ORIENTATION,,M,18:30 - 21:20,TRUS 116,CNCO,6318,02,TRAVEL-DOMESTIC,40004
PROFESSIONAL ORIENTATION,"Alvarado-Biehl, Melissa",M,18:30 - 21:20,DOYL 132,CNCO,6318,03,TRAVEL-DOMESTIC,40005
COUNSELING SKILLS &amp; TECHNIQUES,"Alvarado-Biehl, Melissa",T,09:30 - 12:15,MOOD 306,CNCO,6351,01,,40006
COUNSELING SKILLS &amp; TECHNIQUES,"Folkes, Marcus",T,18:30 - 21:20,TRUS 211,CNCO,6351,02,,40007
COUNSELING THEORIES,"Croffie, Alexis Leighton",W,14:00 - 16:50,MOOD 202,CNCO,6352,01,,40008
COUNSELING THEORIES,,T,18:30 - 21:20,TRUS 116,CNCO,6352,02,,40009
COUNSELING THEORIES,,Th,18:30 - 21:20,TRUS 116,CNCO,6352,03,,40010
ABNORMAL HUMAN BEHAVIOR &amp; PSYCHOPATHOLOGY,"Hardin, Angela Sue",Th,18:30 - 21:20,DOYL 130,CNCO,6354,01,,40011
ABNORMAL HUMAN BEHAVIOR &amp; PSYCHOPATHOLOGY,,Th,14:00 - 16:50,MOOD 212,CNCO,6354,02,,40012
COUNSELING DIVERSE POPULATIONS,,W,18:30 - 21:20,DOYL 132,CNCO,6355,01,TRAVEL-DOMESTIC,40013
COUNSELING DIVERSE POPULATIONS,,M,14:00 - 16:50,MOOD 300,CNCO,6355,02,TRAVEL-DOMESTIC,40014
HUMAN GROWTH &amp; DEVELOPMENT,"McHenry, William James",Th,18:30 - 21:20,DOYL 132,CNCO,6356,01,,40015
LEGAL AND ETHICAL ISSUES FOR COUNSELING  PROFESSIONALS,"Alvarado-Biehl, Melissa",M,14:00 - 16:50,MOOD 306,CNCO,6363,01,,40016
LEGAL AND ETHICAL ISSUES FOR COUNSELING  PROFESSIONALS,,W,18:30 - 21:20,TRUS 116,CNCO,6363,02,,40017
INTRODUCTION TO SYSTEM THEORIES IN COUNSELING,"Croffie, Alexis Leighton",T,14:00 - 16:50,MOOD 211,CNCO,6364,01,,40018
INTRODUCTION TO SYSTEM THEORIES IN COUNSELING,"Molina, Amaris",W,14:00 - 16:50,MOOD 306,CNCO,6364,02,,40019
OVERVIEW OF TREATMENT WITH CHILDREN &amp; ADOLESCENTS,,T,18:30 - 21:20,DOYL 132,CNSL,6332,01,,40020
GROUP COUNSELING,,W,18:30 - 21:20,TRUS 113,CNSL,6353,01,,40021
GROUP COUNSELING,"Garcia, Jessenia",W,14:00 - 16:50,MOOD 300,CNSL,6353,02,,40022
ADV PSYCHOPATHOLOGY &amp; PSYCHOPHARMACOLOGY,"Folkes, Marcus",Th,18:30 - 21:20,DOYL 134,CNSL,6355,01,,40023
ADV PSYCHOPATHOLOGY &amp; PSYCHOPHARMACOLOGY,"Folkes, Marcus",Th,14:00 - 16:50,MOOD 211,CNSL,6355,02,,40024
ADDICTIONS COUNSELING,,M,18:30 - 21:20,TRUS 117,CNSL,6360,01,,40025
ADDICTIONS COUNSELING,"McHenry, William James",Th,14:00 - 16:50,MOOD 306,CNSL,6360,02,,40026
ASSESSMENT TECHNIQUES,,T,18:30 - 21:20,TRUS 214,CNSL,6361,01,,40027
ASSESSMENT TECHNIQUES,"Garcia, Jessenia",W,10:00 - 12:50,MOOD 211,CNSL,6361,02,,40028
CAREER COUNSELING,"McHenry, William James",W,18:30 - 21:20,DOYL 130,CNSL,6362,01,,40029
CAREER COUNSELING,"Molina, Amaris",T,14:00 - 16:50,MOOD 306,CNSL,6362,02,,40030
COGNITIVE &amp; BEHAVIORAL INTERVENTIONS IN COUNSELING,"Alvarado-Biehl, Melissa",T,18:30 - 21:20,DOYL 130,CNSL,6366,01,,40031
INTRODUCTION TO PLAY THERAPY,"Agarwal, Sarah",W,10:00 - 12:50,MOOD 306,CNSL,6366,02,,40032
INTEGRATING GAMING INTERVENSIONS INTO COUNSELING APPROACHES,"Croffie, Alexis Leighton",W,18:30 - 21:20,DOYL 134,CNSL,6366,03,,40033
COUNSELING PRACTICUM,,Th,18:30 - 21:20,TRUS 113,CNSL,6367,01,"INTERNSHIP, TRAVEL-DOMESTIC",40034
COUNSELING PRACTICUM,"Agarwal, Sarah",M,10:00 - 12:50,EAST 153,CNSL,6367,02,"INTERNSHIP, TRAVEL-DOMESTIC",40035
COUNSELING PRACTICUM,"Croffie, Alexis Leighton",M,18:30 - 21:20,DOYL 134,CNSL,6367,03,"INTERNSHIP, TRAVEL-DOMESTIC",40036
COUNSELING INTERNSHIP I,"Garcia, Jessenia",Th,18:30 - 21:20,TRUS 112,CNSL,6368,01,"INTERNSHIP, TRAVEL-DOMESTIC",40037
COUNSELING INTERNSHIP I,,M,10:00 - 12:50,MOOD 211,CNSL,6368,02,"INTERNSHIP, TRAVEL-DOMESTIC",40038
COUNSELING INTERNSHIP I,"Molina, Amaris",M,18:30 - 21:20,TRUS 113,CNSL,6368,03,"INTERNSHIP, TRAVEL-DOMESTIC",40039
COUNSELING INTERNSHIP II,"McHenry, William James",M,18:30 - 21:20,DOYL 130,CNSL,6369,01,"INTERNSHIP, TRAVEL-DOMESTIC",40040
COUNSELING INTERNSHIP II,,T,18:30 - 21:20,TRUS 113,CNSL,6369,02,"INTERNSHIP, TRAVEL-DOMESTIC",40041
COUNSELING INTERNSHIP II,,M,10:00 - 12:50,MOOD 306,CNSL,6369,03,"INTERNSHIP, TRAVEL-DOMESTIC",40042
CRISIS &amp; TRAUMA MANAGEMENT,,Th,18:30 - 21:20,TRUS 117,CNSL,6371,01,,40043
"MARRIAGE, COUPLES &amp; FAMILIES IN THE LIFE CYCLE",,W,18:30 - 21:20,TRUS 112,CNSL,6372,01,,40044
RELATIONSHIPS &amp; SEXUALITY IN COUPLES COUNSELING,,T,18:30 - 21:20,TRUS 215,CNSL,6374,01,,40045
PROJECT MANAGEMENT,"Brunner, Frances Inez","T, Th",17:00 - 18:15,TRUS 303,MGMT,3326,01,,40634
HUMAN RESOURCES MANAGEMENT,"Malcomb, Claire",W,18:00 - 20:50,TRUS 203,MGMT,3332,01,EXCHANGE ELIGIBLE,40635
ORG BEHAVIOR/LEADING TEAMS &amp; ORGANIZATIONS,"Malcomb, Claire","M, W",15:30 - 16:45,TRUS 211,MGMT,3334,01,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES",40636
ORG BEHAVIOR/LEADING TEAMS &amp; ORGANIZATIONS,"Malcomb, Claire","M, W",14:00 - 15:15,TRUS 211,MGMT,3334,02,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES",40637
ORG BEHAVIOR/LEADING TEAMS &amp; ORGANIZATIONS,"Shin, Natalie Jungyoun","T, Th",11:00 - 12:15,MOOD 209,MGMT,3334,03,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES",40638
ORG BEHAVIOR/LEADING TEAMS &amp; ORGANIZATIONS,"Shin, Natalie Jungyoun","T, Th",09:30 - 10:45,MOOD 209,MGMT,3334,04,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES",40639
ORG BEHAVIOR/LEADING TEAMS &amp; ORGANIZATIONS,,"M, W",15:30 - 16:45,TRUS 303,MGMT,3334,05,GE MM SOCIAL IDENTITIES,40885
PRINCIPLES OF OPERATIONS,"Jadidi, Omid","M, W, F",09:00 - 09:50,TRUS 303,MGMT,3340,01,EXCHANGE ELIGIBLE,40641
PRINCIPLES OF OPERATIONS,"Jadidi, Omid","M, W, F",10:00 - 10:50,TRUS 303,MGMT,3340,02,EXCHANGE ELIGIBLE,40642
PRINCIPLES OF OPERATIONS,"Jadidi, Omid","M, W, F",11:00 - 11:50,TRUS 303,MGMT,3340,03,EXCHANGE ELIGIBLE,40643
PROBLEM SOLVING AND DECISION MAKING,"Wilburn, Kathleen M.","M, W",14:00 - 15:15,TRUS 216,MGMT,4343,01,,40644
INNOVATION &amp; DISRUPTION MGT,"Brish, Arie",,09:00 - 11:50,TRUS 215,MGMT,6328,01,,40552
STRATEGIES IN OPERATIONS MGT,"Cepeda, Gustavo",,13:00 - 15:50,TRUS 216,MGMT,6332,01,,40553
MANAGING DYNAMIC ORGS,"Dunn, Mary Bowker",,09:00 - 11:50,TRUS 211,MGMT,6334,01,,40554
SOCIAL RESPONSIBILITY OF BUSI,"Wilburn, Kathleen M.",,09:00 - 11:50,None None,MGMT,6336,01,,40555
STRATEGIC LEADERSHIP DEVELOP,"Swid, Amr A",,09:00 - 11:50,TRUS 216,MGMT,6348,01,,40556
MBA CONSULTING CAPSTONE,"Amini Sedeh, Amirmahmood",,13:00 - 15:50,TRUS 211,MGMT,6350,01,TRAVEL-DOMESTIC,40557
GLOBAL LOGISTICS &amp; SUPPLY CHAIN MANAGEMENT,"Jadidi, Omid",,09:00 - 11:50,TRUS 214,MGMT,6352,01,,40558
PRINCIPLES OF MARKETING,"Hasan, Tushmit Mehruba","T, Th",11:00 - 12:15,TRUS 104,MKTG,2301,01,EXCHANGE ELIGIBLE,40647
PRINCIPLES OF MARKETING,"Hasan, Tushmit Mehruba","T, Th",14:00 - 15:15,TRUS 104,MKTG,2301,02,EXCHANGE ELIGIBLE,40648
PRINCIPLES OF MARKETING,"Christopher, David Alan","M, W",15:30 - 16:45,MOOD 302,MKTG,2301,03,,40649
SALES &amp; RELATIONSHIP MGMT,"Mohamed, Mortada Mostafa","T, Th",11:00 - 12:15,TRUS 214,MKTG,3332,01,,40650
SOCIAL MEDIA MARKETING,"Hasan, Tushmit Mehruba","T, Th",15:30 - 16:45,TRUS 104,MKTG,3335,01,"EXCHANGE ELIGIBLE, AEL FIELD EXPERIENCE, GE MM EXP LEARNING SOC JUSTICE",40651
BUYER BEHAVIOR,"Pollitte, Wesley","T, Th",12:30 - 13:45,TRUS 215,MKTG,3336,01,EXCHANGE ELIGIBLE,40652
MARKETING RESEARCH AND ANALYTICS,"Pollitte, Wesley","T, Th",14:00 - 15:15,TRUS 205,MKTG,3343,01,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE MM WRITING RICH - UPPER, RESEARCH",40653
INTERNATIONAL MARKETING,"Mohamed, Mortada Mostafa","T, Th",09:30 - 10:45,TRUS 214,MKTG,4341,01,EXCHANGE ELIGIBLE,40654
DIGITAL MARKETING &amp; ANALYTICS,"Oyedele, Adesegun","T, Th",14:00 - 15:15,TRUS 216,MKTG,4342,01,EXCHANGE ELIGIBLE,40655
ADVANCED MARKETING MANAGEMENT,"Oyedele, Adesegun","T, Th",12:30 - 13:45,TRUS 216,MKTG,4345,01,AEL FIELD EXPERIENCE,40656
MARKETING MGT IN DIGITAL ENVIR,"Oyedele, Adesegun",,13:00 - 15:50,TRUS 215,MKTG,6315,01,,40559
DIGITAL MARKETING FUNDAMENTALS,"Hasan, Tushmit Mehruba",W,19:00 - 20:30,None None,MKTG,6320,01,,40560
MARKETING DATA ANALYTICS,"Pollitte, Wesley",Th,19:00 - 20:30,None None,MKTG,6322,01,,40561
MANAGING SOCIAL MEDIA MKTG,"Portillo, Carol D.",,13:00 - 15:50,TRUS 116,MKTG,6325,01,,40562
MARKETING METRICS &amp; ANALYTICS,"Allison, Kyle Patrick",Th,19:00 - 20:30,None None,MKTG,6336,01,,40563
SOCIAL MEDIA ANALYTICS,"James, Juli",Th,19:00 - 20:30,None None,MKTG,6342,01,,40645
MANAGING DIGITAL MARKETING ORG,"Portillo, Carol D.",W,19:00 - 20:30,None None,MKTG,6350,01,,40646
SUPPORT FOR SUCCESS IN MATH,"Cicciarelli, Monica","T, Th",12:30 - 13:45,JBWS 361,MATH,0102,01,REPEATABLE FOR DEGREE CREDIT,40811
SUPPORT FOR SUCCESS-STATISTICS,"Staab, Christine Renee","M, W",15:30 - 16:45,JBWS 363,MATH,0104,01,,40812
SUPPORT FOR SUCCESS-STATISTICS,"Staab, Christine Renee","M, W",14:00 - 15:15,JBWS 363,MATH,0104,02,,40813
SUPPORT FOR SUCCESS IN COLLEGE ALGEBRA,,"T, Th",15:30 - 16:45,JBWS 268,MATH,0114,01,,40814
SUPPORT FOR SUCCESS IN COLLEGE ALGEBRA,,"T, Th",17:00 - 18:15,JBWS 268,MATH,0114,02,,40815
SUPPORT FOR SUCCESS IN COLLEGE ALGEBRA,,"T, Th",14:00 - 15:15,JBWS 268,MATH,0114,03,,40816
SUPPORT FOR SUCCESS IN MATH FOR BUSINESS,,"M, W",14:00 - 15:15,JBWS 268,MATH,0124,01,,40817
SUPPORT FOR SUCCESS IN MATH FOR BUSINESS,,"M, W",15:30 - 16:45,JBWS 361,MATH,0124,02,,40818
SUPPORT FOR SUCCESS IN MATH FOR BUSINESS,,"M, W",17:00 - 18:15,JBWS 363,MATH,0124,03,,40819
SUPPORT FOR SUCCESS IN MATH FOR BUSINESS,,"M, W",14:00 - 15:15,JBWS 361,MATH,0124,04,,40820
QUANTITATIVE REASONING,"Saclolo, Michael P.","T, Th",14:00 - 15:15,JBWS 266,MATH,1312,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40821
QUANTITATIVE REASONING,"Saclolo, Michael P.","T, Th",15:30 - 16:45,JBWS 266,MATH,1312,02,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40822
COLLEGE ALGEBRA,,"M, W, F",10:00 - 10:50,MOOD 205,MATH,1314,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40823
COLLEGE ALGEBRA,,"M, W, F",11:00 - 11:50,JBWS 268,MATH,1314,02,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40824
COLLEGE ALGEBRA,,"M, W, F",13:00 - 13:50,JBWS 268,MATH,1314,03,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40825
COLLEGE ALGEBRA,,"M, W, F",12:00 - 12:50,JBWS 268,MATH,1314,04,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40826
MATHEMATICS FOR BUSINESS,,"T, Th",12:30 - 13:45,JBWS 268,MATH,1324,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40827
MATHEMATICS FOR BUSINESS,,"T, Th",14:00 - 15:15,JBWS 361,MATH,1324,02,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40828
MATHEMATICS FOR BUSINESS,,"T, Th",15:30 - 16:45,JBWS 361,MATH,1324,03,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40829
MATHEMATICS FOR BUSINESS,,"T, Th",17:00 - 18:15,JBWS 266,MATH,1324,04,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40830
MATHEMATICS FOR BUSINESS,,"T, Th",11:00 - 12:15,JBWS 268,MATH,1324,05,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40831
MATHEMATICS FOR BUSINESS,,"T, Th",15:30 - 16:45,JBWS 264,MATH,1324,06,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40832
PRECALCULUS,,"M, W, F",09:00 - 09:50,JBWS 266,MATH,2312,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40833
PRECALCULUS,,"M, W, F",10:00 - 10:50,JBWS 266,MATH,2312,02,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40834
PRECALCULUS,"Gee, Carol","M, W, F",12:00 - 12:50,JBWS 266,MATH,2312,03,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40835
DISCRETE MATHEMATICS,"Sherman, Casey Lynn","T, Th",09:30 - 10:45,JBWS 268,MATH,2315,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40836
DISCRETE MATHEMATICS,"Sherman, Casey Lynn","T, Th",14:00 - 15:15,JBWS 264,MATH,2315,02,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40837
ELEMENTARY APPLIED STATISTICS,"Savala, Paul Daniel","M, W, F",10:00 - 10:50,JBWS 262,MATH,2319,01,GE QUANTITATIVE REASONING,40838
CALCULUS III,,"M, W, F",10:00 - 10:50,JBWS 268,MATH,2321,01,GE QUANTITATIVE REASONING,40893
INTRODUCTION TO DATA ANALYSIS,"Savala, Paul Daniel","T, Th",12:30 - 13:45,JBWS 266,MATH,2327,01,"EXCHANGE ELIGIBLE, AEL FIELD EXPERIENCE",40839
CALCULUS I,"Callahan, Jason Todd",Th,09:30 - 10:45,JBWS 266,MATH,2413,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40840
CALCULUS I,"Sherman, Casey Lynn",Th,12:30 - 13:45,JBWS 366,MATH,2413,02,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40841
CALCULUS II,"Gee, Carol","M, W, F",11:00 - 11:50,JBWS 366,MATH,2414,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40842
DIFFERENTIAL EQUATIONS,"Saclolo, Michael P.","M, W, F",11:00 - 11:50,JBWS 363,MATH,3310,01,EXCHANGE ELIGIBLE,40843
INTRO TO MATHEMATICAL STATS,"Talafha, Ahmad Mahmoud Abdelhamid","M, W, F",12:00 - 12:50,JBWS 366,MATH,3326,01,,40844
NUMERICAL &amp; SCIENTIFIC METHODS,"Walter, Paul J","M, W, F",13:00 - 13:50,JBWS 366,MATH,3338,01,,40876
INTERNSHIP IN MATHEMATICS,"Savala, Paul Daniel",,,None None,MATH,4150,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40845
RESEARCH,"Callahan, Jason Todd",F,14:00 - 16:50,JBWS 363,MATH,4157,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40846
RESEARCH,"Early, Edward F.",F,14:00 - 16:50,JBWS 363,MATH,4157,02,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40847
RESEARCH,"Gee, Carol",F,14:00 - 16:50,JBWS 363,MATH,4157,03,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40848
RESEARCH,"Saclolo, Michael P.",F,14:00 - 16:50,JBWS 363,MATH,4157,04,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40849
RESEARCH,"Savala, Paul Daniel",F,14:00 - 16:50,JBWS 363,MATH,4157,05,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40850
RESEARCH,"Sherman, Casey Lynn",F,14:00 - 16:50,JBWS 363,MATH,4157,06,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40851
RESEARCH,"Talafha, Ahmad Mahmoud Abdelhamid",F,14:00 - 16:50,JBWS 363,MATH,4157,07,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40852
PIANO CLASS I,"Cruz, Karla Kristene","T, Th",14:00 - 15:15,EAST None,MUSI,1281,01,,40389
APPLIED VOICE I,,,,None None,MUSI,2143,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40390
APPLIED VOICE I,"Chipman, Larissa",,,None None,MUSI,2143,02,REPEATABLE FOR DEGREE CREDIT,40391
APPLIED VOICE II,,,,None None,MUSI,4143,01,REPEATABLE FOR DEGREE CREDIT,40392
APPLIED VOICE II,"Chipman, Larissa",,,None None,MUSI,4143,02,REPEATABLE FOR DEGREE CREDIT,40393
SEU SINGERS,"Cruz, Karla Kristene","T, Th",17:00 - 18:15,RAGS 101,MUSI,4199,01,"REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40394
INTRO TO ART &amp; SCIENCE OF NURSING,"Hoskote, Ashwini",T,08:00 - 10:00,FLEC None,NURS,3210,01,EXCHANGE ELIGIBLE,40254
INTRO TO ART &amp; SCIENCE OF NURSING,"Hoskote, Ashwini",W,08:00 - 10:00,MOOD 209,NURS,3210,02,EXCHANGE ELIGIBLE,40255
AGING ISSUES &amp; CARE FOR OLDER ADULTS,,F,12:00 - 15:00,FLEC None,NURS,3318,01,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES",40256
RESEARCH &amp; EVIDENCE-BASED PRACTICE,"Allen, Catherine Dyan",M,08:00 - 11:00,FLEC None,NURS,3321,01,"EXCHANGE ELIGIBLE, GE MM WRITING RICH - UPPER",40257
"HEALTH, WELLNESS, &amp; PHYSICAL ASSESSMENT ACROSS LIFE SPAN","Zhong, Yu",M,08:00 - 10:00,FLEC None,NURS,3332,01,,40258
"HEALTH, WELLNESS, &amp; PHYSICAL ASSESSMENT ACROSS LIFE SPAN","Allen, Catherine Dyan",Th,08:00 - 10:00,FLEC None,NURS,3332,02,,40259
PATHOPHYSIOLOGY/PHARMACOLOGY ABSN,,"M, W",08:00 - 10:00,MOOD 209,NURS,3420,01,EXCHANGE ELIGIBLE,40260
PATHOPHYSIOLOGY/PHARMACOLOGY ABSN,,"M, W",10:30 - 12:30,None None,NURS,3420,02,EXCHANGE ELIGIBLE,40261
ESSENTIALS OF NURSING PRACTICE,"Sun, Bora",M,10:30 - 13:30,MOOD 209,NURS,3635,01,,40262
ESSENTIALS OF NURSING PRACTICE,"Sun, Bora",W,10:30 - 13:30,MOOD 209,NURS,3635,02,,40263
"FAMILY HEALTH: WOMEN, CHILDREN, FAMILIES","Naiman, Jesica",M,12:00 - 14:00,FLEC None,NURS,4442,01,,40264
"FAMILY HEALTH: WOMEN, CHILDREN, FAMILIES","Allen, Catherine Dyan",W,12:00 - 14:00,FLEC None,NURS,4442,02,,40896
ACUTE/COMPLEX NURSING II,"Graves, Donna L",W,08:00 - 11:00,FLEC None,NURS,4640,01,,40265
ROLE IDENTITY &amp; CAREER DEVELOP,,,,None None,NURS,6202,01,,40862
THEORETICAL APPLICATION FOR HEALTHCARE PROFESSIONAL,,,,None None,NURS,6303,01,,40863
"BIOSTATICS, EPIDEMIOLOGY &amp; POPULATION HEALTH",,,,None None,NURS,6305,01,,40866
FOUNDATIONS OF HEALTHCARE QUALITY &amp; SAFETY IMPROVEMENT,,,,None None,NURS,6306,01,,40865
"LEADERSHIP, POLICY, &amp; ETHICS",,,,None None,NURS,6307,01,,40864
OCCUPATIONAL THERAPY FOUNDATIONS,,W,13:00 - 16:00,None None,OCTH,7303,01,,40870
"OCCUPATION, HEALTH &amp; WELLNESS",,F,08:00 - 11:00,None None,OCTH,7305,01,,40871
ANALYSIS OF OCCUPATION &amp; ACTIVITY,,M,13:00 - 16:00,None None,OCTH,7307,01,,40867
CLINICAL REASONING &amp; EVIDENCE INFORMED PRACTICE,,W,09:00 - 12:00,None None,OCTH,7309,01,,40869
APPLIED ANATOMY &amp; NEUROSCIENCE,,"T, Th",10:00 - 12:00,None None,OCTH,7401,01,,40868
DATA ANALYTICS FOR LEADERS,"Bennett, Lance Kyle",W,19:00 - 20:30,None None,MSOL,6308,01,,40075
CONFLICT ANALYSIS &amp; RESOLUTION,"Avery, Henry Clifton",T,19:00 - 20:30,None None,MSOL,6311,01,,40076
HISTORY OF PHILOSOPHY III,"Wake, Peter Anthony","M, W",14:00 - 15:15,MOOD 303,PHIL,2318,01,"GE GLOBAL PERSPECTIVES, GE MM WRITING RICH - LOWER",40395
ETHICAL ANALYSIS,,"M, W, F",10:00 - 10:50,TRUS 203,PHIL,2329,01,"EXCHANGE ELIGIBLE, GE ETHICS",40396
ETHICAL ANALYSIS,,"M, W, F",11:00 - 11:50,MOOD 302,PHIL,2329,02,"EXCHANGE ELIGIBLE, GE ETHICS",40397
ETHICAL ANALYSIS,,"M, W, F",09:00 - 09:50,TRUS 203,PHIL,2329,03,"EXCHANGE ELIGIBLE, GE ETHICS",40398
ETHICAL ANALYSIS,"Musselman, Jack Donahue","T, Th",09:30 - 10:45,MOOD 300,PHIL,2329,04,"EXCHANGE ELIGIBLE, GE ETHICS",40399
ETHICAL ANALYSIS,"Musselman, Jack Donahue","T, Th",11:00 - 12:15,MOOD 300,PHIL,2329,05,"EXCHANGE ELIGIBLE, GE ETHICS",40400
LEGAL ETHICS,"Musselman, Jack Donahue",,,None None,PHIL,3301,01,"GE ETHICS, GE MM WRITING RICH - UPPER",40401
ETHICS &amp; PUBLIC POLICY,"Wake, Peter Anthony","M, W",14:00 - 15:15,MOOD 303,PHIL,3302,01,"GE ETHICS, GE MM WRITING RICH - UPPER",40402
MEDICAL ETHICS,"Cherry, Mark J.",T,18:30 - 21:20,JBWS 363,PHIL,3311,01,"GE ETHICS, GE MM WRITING RICH - UPPER",40403
MEDICAL ETHICS,"Cherry, Mark J.",M,18:30 - 21:20,TRUS 214,PHIL,3311,02,"GE ETHICS, GE MM WRITING RICH - UPPER",40404
BUSINESS ETHICS,"Wake, Peter Anthony","M, W",15:30 - 16:45,MOOD 303,PHIL,3313,01,"GE ETHICS, GE MM WRITING RICH - UPPER",40405
BUSINESS ETHICS,"Wake, Peter Anthony","T, Th",14:00 - 15:15,MOOD 302,PHIL,3313,02,"GE ETHICS, GE MM WRITING RICH - UPPER",40406
THEORY OF KNOWING,"Wake, Peter Anthony","T, Th",12:30 - 13:45,MOOD 302,PHIL,3337,01,GE MM WRITING RICH - UPPER,40407
DIRECTED READINGS IN PHILOSOPHY,"Musselman, Jack Donahue","T, Th",17:00 - 18:15,TRUS 216,PHIL,4341,01,"GE MM WRITING RICH - UPPER, REPEATABLE FOR DEGREE CREDIT",40408
INTERNSHIP IN PHILOSOPHY,"Musselman, Jack Donahue",,,None None,PHIL,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40409
